5.28505575e-01	1.33392361e+00	4.81485805e-01	
7.40098905e-01	1.45680508e+00	7.69895113e-01	
1.00052614e+00	1.22702669e+00	1.07935023e+00	
1.16731488e+00	1.59027484e+00	1.40549193e+00	
1.35587548e+00	1.69451674e+00	1.70059555e+00	
1.50335888e+00	1.64882906e+00	1.94779387e+00	
1.64746345e+00	1.62273454e+00	2.17838884e+00	
1.78014554e+00	1.85414950e+00	2.37561712e+00	
1.90490597e+00	1.90002680e+00	2.53836668e+00	
2.04221245e+00	1.80629599e+00	2.67866444e+00	
2.18056183e+00	1.87514385e+00	2.77310464e+00	
2.28486425e+00	1.85518764e+00	2.85971853e+00	

